cell,epoch,train_loss,val_loss,best_val,val_dice,best_val_dice,lr,improved,time_s
TA,93,1.0638,1.66664,1.65596,0.2051,0.23499,1.0000000000000004e-08,0,11.9
TA,94,1.06379,1.66664,1.65596,0.2051,0.23499,1.0000000000000004e-08,0,11.9
TA,95,1.06377,1.66666,1.65596,0.20509,0.23499,1.0000000000000004e-08,0,11.9
TA,96,1.06376,1.6667,1.65596,0.20507,0.23499,1.0000000000000004e-08,0,11.9
TA,97,1.06375,1.667,1.65596,0.20488,0.23499,1.0000000000000004e-08,0,11.9
TA,98,1.06374,1.667,1.65596,0.20488,0.23499,1.0000000000000004e-08,0,11.9
TA,99,1.06373,1.66722,1.65596,0.20475,0.23499,1.0000000000000004e-08,0,11.9
TA,100,1.06373,1.66723,1.65596,0.20474,0.23499,1.0000000000000004e-08,0,11.8
TA,101,1.06372,1.66713,1.65596,0.20477,0.23499,1.0000000000000004e-08,0,11.9
TA,102,1.06372,1.66665,1.65596,0.20504,0.23499,1.0000000000000004e-08,0,11.9
TA,103,1.06371,1.66665,1.65596,0.20504,0.23499,1.0000000000000004e-08,0,11.9
TA,104,1.0637,1.66663,1.65596,0.20504,0.23499,1.0000000000000004e-08,0,11.9
TA,105,1.0637,1.66664,1.65596,0.20504,0.23499,1.0000000000000004e-08,0,11.9
TA,106,1.06368,1.66663,1.65596,0.20504,0.23499,1.0000000000000004e-08,0,11.8
TA,107,1.06368,1.66664,1.65596,0.20504,0.23499,1.0000000000000004e-08,0,11.8
TA,108,1.06367,1.66664,1.65596,0.20503,0.23499,1.0000000000000004e-08,0,11.9
TA,109,1.06365,1.66664,1.65596,0.20503,0.23499,1.0000000000000004e-08,0,11.8
TA,110,1.06364,1.66658,1.65596,0.20505,0.23499,1.0000000000000004e-08,0,11.8
TA,111,1.06363,1.66657,1.65596,0.20505,0.23499,1.0000000000000004e-08,0,11.9
TA,112,1.06362,1.66659,1.65596,0.20504,0.23499,1.0000000000000004e-08,0,11.8
TA,113,1.06361,1.66658,1.65596,0.20504,0.23499,1.0000000000000004e-08,0,11.9
TA,114,1.0636,1.6667,1.65596,0.20501,0.23499,1.0000000000000004e-08,0,11.8
TA,115,1.0636,1.6667,1.65596,0.20501,0.23499,1.0000000000000004e-08,0,11.8
TA,116,1.06358,1.66671,1.65596,0.205,0.23499,1.0000000000000004e-08,0,11.8
TA,117,1.06357,1.66673,1.65596,0.20499,0.23499,1.0000000000000004e-08,0,11.8
TA,118,1.06355,1.66635,1.65596,0.20525,0.23499,1.0000000000000004e-08,0,11.9
TA,119,1.06355,1.66638,1.65596,0.20526,0.23499,1.0000000000000004e-08,0,11.8
TA,120,1.06353,1.66639,1.65596,0.20525,0.23499,1.0000000000000004e-08,0,11.8
TA,121,1.06352,1.66639,1.65596,0.20525,0.23499,1.0000000000000004e-08,0,11.9
TA,122,1.06352,1.66637,1.65596,0.20526,0.23499,1.0000000000000004e-08,0,11.9
TA,123,1.0635,1.66635,1.65596,0.20526,0.23499,1.0000000000000004e-08,0,11.8
TA,124,1.06349,1.66634,1.65596,0.20526,0.23499,1.0000000000000004e-08,0,11.9
TA,125,1.06348,1.66632,1.65596,0.20526,0.23499,1.0000000000000004e-08,0,11.8
TA,126,1.06348,1.66633,1.65596,0.20526,0.23499,1.0000000000000004e-08,0,11.9
TA,127,1.06346,1.66633,1.65596,0.20526,0.23499,1.0000000000000004e-08,0,11.8
TA,128,1.06345,1.66632,1.65596,0.20526,0.23499,1.0000000000000004e-08,0,11.9
TA,129,1.06344,1.66612,1.65596,0.20534,0.23499,1.0000000000000004e-08,0,11.8
TA,130,1.06344,1.66602,1.65596,0.20539,0.23499,1.0000000000000004e-08,0,11.9
TA,131,1.06343,1.66603,1.65596,0.20539,0.23499,1.0000000000000004e-08,0,11.8
TA,132,1.06343,1.66579,1.65596,0.20545,0.23499,1.0000000000000004e-08,0,11.8
TA,133,1.06341,1.6658,1.65596,0.20545,0.23499,1.0000000000000004e-08,0,11.8
TA,134,1.0634,1.66581,1.65596,0.20544,0.23499,1.0000000000000004e-08,0,11.9
TA,135,1.0634,1.66576,1.65596,0.20545,0.23499,1.0000000000000004e-08,0,11.9
TA,136,1.06338,1.66577,1.65596,0.20544,0.23499,1.0000000000000004e-08,0,11.9
TA,137,1.06339,1.66576,1.65596,0.20545,0.23499,1.0000000000000004e-08,0,11.9
TA,138,1.06339,1.66576,1.65596,0.20545,0.23499,1.0000000000000004e-08,0,11.8
TA,139,1.06338,1.66577,1.65596,0.20545,0.23499,1.0000000000000004e-08,0,11.8
TA,140,1.06336,1.66577,1.65596,0.20544,0.23499,1.0000000000000004e-08,0,11.9
TA,141,1.06333,1.66582,1.65596,0.20543,0.23499,1.0000000000000004e-08,0,11.9
TA,142,1.06333,1.6658,1.65596,0.20543,0.23499,1.0000000000000004e-08,0,11.8
TA,143,1.06332,1.6658,1.65596,0.20543,0.23499,1.0000000000000004e-08,0,11.8
TA,144,1.06331,1.66581,1.65596,0.20542,0.23499,1.0000000000000004e-08,0,11.8
TA,145,1.0633,1.66581,1.65596,0.20542,0.23499,1.0000000000000004e-08,0,11.8
TA,146,1.0633,1.66581,1.65596,0.20541,0.23499,1.0000000000000004e-08,0,11.8
TA,147,1.06329,1.66582,1.65596,0.2054,0.23499,1.0000000000000004e-08,0,11.8
TA,148,1.06328,1.66584,1.65596,0.2054,0.23499,1.0000000000000004e-08,0,11.8
TA,149,1.06327,1.66584,1.65596,0.20539,0.23499,1.0000000000000004e-08,0,11.8
TA,150,1.06328,1.66586,1.65596,0.20538,0.23499,1.0000000000000004e-08,0,11.8
TA,151,1.06327,1.66605,1.65596,0.2053,0.23499,1.0000000000000004e-08,0,11.9
TA,152,1.06326,1.66603,1.65596,0.20531,0.23499,1.0000000000000004e-08,0,11.9
TA,153,1.06326,1.66604,1.65596,0.20531,0.23499,1.0000000000000004e-08,0,11.8
TA,154,1.06325,1.66601,1.65596,0.20532,0.23499,1.0000000000000004e-08,0,11.8
TA,155,1.06324,1.66592,1.65596,0.20535,0.23499,1.0000000000000004e-08,0,11.8
TA,156,1.06321,1.66594,1.65596,0.20535,0.23499,1.0000000000000004e-08,0,11.9
TA,157,1.0632,1.66597,1.65596,0.20533,0.23499,1.0000000000000004e-08,0,11.8
TA,158,1.0632,1.66597,1.65596,0.20532,0.23499,1.0000000000000004e-08,0,11.9
TA,159,1.06319,1.66597,1.65596,0.20533,0.23499,1.0000000000000004e-08,0,11.8
TA,160,1.06317,1.66597,1.65596,0.20533,0.23499,1.0000000000000004e-08,0,11.9
TA,161,1.06316,1.66598,1.65596,0.20533,0.23499,1.0000000000000004e-08,0,11.9
TA,162,1.06316,1.66594,1.65596,0.20535,0.23499,1.0000000000000004e-08,0,11.9
TA,163,1.06315,1.66595,1.65596,0.20535,0.23499,1.0000000000000004e-08,0,11.8
TA,164,1.06315,1.66597,1.65596,0.20533,0.23499,1.0000000000000004e-08,0,11.9
TA,165,1.06313,1.66596,1.65596,0.20533,0.23499,1.0000000000000004e-08,0,11.9
TA,166,1.06313,1.66597,1.65596,0.20533,0.23499,1.0000000000000004e-08,0,11.8
TA,167,1.06311,1.66595,1.65596,0.20534,0.23499,1.0000000000000004e-08,0,11.9
TA,168,1.06312,1.66597,1.65596,0.20538,0.23499,1.0000000000000004e-08,0,11.8
TA,169,1.06311,1.66597,1.65596,0.20538,0.23499,1.0000000000000004e-08,0,11.8
TA,170,1.06311,1.66597,1.65596,0.20538,0.23499,1.0000000000000004e-08,0,11.9
TA,171,1.06311,1.66596,1.65596,0.20538,0.23499,1.0000000000000004e-08,0,11.9
TA,172,1.06311,1.66596,1.65596,0.20537,0.23499,1.0000000000000004e-08,0,11.8
TA,173,1.06309,1.66592,1.65596,0.20539,0.23499,1.0000000000000004e-08,0,11.9
TA,174,1.06308,1.66589,1.65596,0.20539,0.23499,1.0000000000000004e-08,0,11.8
TA,175,1.06306,1.66587,1.65596,0.2054,0.23499,1.0000000000000004e-08,0,11.8
TA,176,1.06307,1.66587,1.65596,0.20541,0.23499,1.0000000000000004e-08,0,11.8
TA,177,1.06306,1.66594,1.65596,0.20537,0.23499,1.0000000000000004e-08,0,11.8
TA,178,1.06304,1.66594,1.65596,0.20537,0.23499,1.0000000000000004e-08,0,11.8
TA,179,1.06303,1.66593,1.65596,0.20537,0.23499,1.0000000000000004e-08,0,11.8
TA,180,1.06302,1.66592,1.65596,0.20537,0.23499,1.0000000000000004e-08,0,11.8
TA,181,1.06302,1.66592,1.65596,0.20537,0.23499,1.0000000000000004e-08,0,11.8
TA,182,1.063,1.66589,1.65596,0.20537,0.23499,1.0000000000000004e-08,0,11.8
TA,183,1.06299,1.6659,1.65596,0.20536,0.23499,1.0000000000000004e-08,0,11.8
TA,184,1.06298,1.66589,1.65596,0.20537,0.23499,1.0000000000000004e-08,0,11.8
TA,185,1.06297,1.6659,1.65596,0.20537,0.23499,1.0000000000000004e-08,0,11.8
TA,186,1.06296,1.66592,1.65596,0.20536,0.23499,1.0000000000000004e-08,0,11.8
TA,187,1.06295,1.66595,1.65596,0.20535,0.23499,1.0000000000000004e-08,0,11.8
TA,188,1.06295,1.66595,1.65596,0.20535,0.23499,1.0000000000000004e-08,0,11.9
TA,189,1.06294,1.66598,1.65596,0.20534,0.23499,1.0000000000000004e-08,0,11.9
TA,190,1.06293,1.66598,1.65596,0.20534,0.23499,1.0000000000000004e-08,0,11.9
TA,191,1.06292,1.66599,1.65596,0.20534,0.23499,1.0000000000000004e-08,0,11.9
TA,192,1.06291,1.66599,1.65596,0.20534,0.23499,1.0000000000000004e-08,0,11.9
TA,193,1.0629,1.666,1.65596,0.20533,0.23499,1.0000000000000004e-08,0,11.8
TA,194,1.06289,1.66596,1.65596,0.20534,0.23499,1.0000000000000004e-08,0,11.8
TA,195,1.06289,1.66597,1.65596,0.20534,0.23499,1.0000000000000004e-08,0,11.8
TA,196,1.06288,1.66597,1.65596,0.20534,0.23499,1.0000000000000004e-08,0,11.9
TA,197,1.06288,1.66597,1.65596,0.20532,0.23499,1.0000000000000004e-08,0,11.9
TA,198,1.06286,1.66597,1.65596,0.20532,0.23499,1.0000000000000004e-08,0,11.9
TA,199,1.06285,1.66601,1.65596,0.20535,0.23499,1.0000000000000004e-08,0,11.8
TA,200,1.06284,1.666,1.65596,0.20535,0.23499,1.0000000000000004e-08,0,11.9
